text,action
consulter solde, Affiche le solde de mon compte courant  s'il te plaît.
consulter solde, Quel est le montant actuel de mes fonds ?
consulter solde, Je souhaite savoir combien il me reste sur mon compte maintenant.
consulter solde, Peux-tu m'indiquer le solde disponible sur mon compte ?
consulter solde, J'aimerais voir le solde de mon compte épargne maintenant.
consulter solde, Montre-moi le solde de mon compte principal.
consulter solde, Peux-tu me donner une mise à jour de mon solde bancaire ?
consulter solde, Quel est le solde actuel de mon compte à l'instant ?
consulter solde, Je veux voir combien d'argent il me reste sur mon compte.
consulter solde, Affiche le montant disponible sur mon compte maintenant.
consulter solde, J'aimerais vérifier le solde de mon compte courant maintenant.
consulter solde, Peux-tu me montrer le solde de mon compte d'épargne ?
consulter solde, Quel est le montant de mon compte à l'heure actuelle ?
consulter solde, Montre-moi combien j'ai sur mon compte maintenant.
consulter solde, Peux-tu m'indiquer le solde de mon compte bancaire ?
consulter solde, J'aimerais connaître le montant sur mon compte épargne.
consulter solde, Affiche le solde de mon compte maintenant s'il te plaît.
consulter solde, Quel est le solde de mon compte à l'instant ?
consulter solde, Je veux voir combien il me reste sur mon compte courant.
consulter solde, Peux-tu vérifier le montant sur mon compte ?
consulter solde, Montre-moi le solde de mon compte en ligne.
consulter solde, Affiche le montant actuel de mon compte épargne.
consulter solde, J'aimerais savoir combien j'ai sur mon compte bancaire.
consulter solde, Peux-tu me donner le solde de mon compte courant ?
consulter solde, Quel est le solde disponible sur mon compte épargne ?
consulter solde, Je veux voir le montant de mon compte à cette heure.
consulter solde, Peux-tu vérifier combien il me reste sur mon compte ?
consulter solde, J'aimerais voir le solde de mon compte principal maintenant.
consulter solde, Affiche le solde de mon compte courant s'il te plaît.
consulter solde, Quel est le solde actuel de mon compte à l'instant ?
consulter solde, Je veux voir combien d'argent il me reste sur mon compte épargne.
consulter solde, Peux-tu m'indiquer le solde de mon compte à cette heure ?
consulter solde, Montre-moi le solde de mon compte maintenant s'il te plaît.
consulter solde, Je souhaite savoir combien j'ai sur mon compte bancaire.
consulter solde, Peux-tu vérifier le solde de mon compte épargne maintenant ?
consulter solde, Affiche le montant de mon compte courant.
consulter solde, Quel est le solde de mon compte à l'heure actuelle ?
consulter solde, Je veux voir combien il me reste sur mon compte bancaire.
consulter solde, Montre-moi le solde actuel de mon compte épargne.
consulter solde, Peux-tu me donner le montant disponible sur mon compte ?
consulter solde, J'aimerais connaître le solde de mon compte maintenant.
consulter solde, Affiche le solde de mon compte principal en temps réel.
consulter solde, Quel est le montant de mon compte à l'instant ?
consulter solde, Je veux vérifier le solde de mon compte courant maintenant.
consulter solde, Peux-tu me montrer combien d'argent j'ai sur mon compte ?
consulter solde, Affiche le montant disponible de mon compte maintenant.
consulter solde, Quel est le solde de mon compte d'épargne à ce jour ?
consulter solde, Je veux voir le solde de mon compte à l'heure actuelle.
consulter solde, Peux-tu vérifier combien j'ai sur mon compte bancaire ?
consulter solde, Montre-moi le solde de mon compte en ligne s'il te plaît.
consulter solde, J'aimerais connaître le montant actuel de mon compte.
consulter solde, Affiche le solde de mon compte  s'il te plaît.
consulter solde, Quel est le solde disponible sur mon compte épargne maintenant ?
consulter solde, Je veux savoir combien d'argent il me reste sur mon compte.
consulter solde, Peux-tu me dire le solde de mon compte courant à l'instant ?
consulter solde, Montre-moi le montant de mon compte bancaire.
consulter solde, J'aimerais voir le solde actuel de mon compte principal.
consulter solde, Peux-tu m'indiquer combien j'ai sur mon compte d'épargne ?
consulter solde, Quel est le solde de mon compte à cette heure-ci ?
consulter solde, Je veux vérifier le montant de mon compte maintenant.
consulter solde, Affiche le solde de mon compte courant  s'il te plaît.
consulter solde, Peux-tu me donner le montant sur mon compte épargne ?
consulter solde, J'aimerais savoir combien d'argent j'ai sur mon compte.
consulter solde, Montre-moi le solde actuel de mon compte bancaire.
consulter solde, Je veux voir le solde de mon compte maintenant.
consulter solde, Peux-tu vérifier combien il me reste sur mon compte d'épargne ?
consulter solde, Quel est le solde de mon compte à l'heure actuelle ?
consulter solde, Affiche le montant disponible de mon compte courant.
consulter solde, J'aimerais connaître le solde de mon compte à l'instant.
consulter solde, Peux-tu me montrer combien j'ai sur mon compte maintenant ?
consulter solde, Quel est le montant de mon compte d'épargne à cette heure ?
consulter solde, Je veux voir le solde de mon compte en ligne maintenant.
consulter solde, Montre-moi le solde de mon compte courant  s'il te plaît.
consulter solde, Peux-tu m'indiquer le solde de mon compte bancaire à l'instant ?
consulter solde, J'aimerais vérifier combien il me reste sur mon compte.
consulter solde, Affiche le montant de mon compte à l'heure actuelle.
consulter solde, Quel est le solde de mon compte à ce jour ?
consulter solde, Je souhaite voir le solde actuel de mon compte d'épargne.
consulter solde, Peux-tu vérifier le solde de mon compte bancaire maintenant ?
consulter solde, Montre-moi combien d'argent j'ai sur mon compte épargne.
consulter solde, Je veux connaître le solde de mon compte courant à l'instant.
consulter solde, Affiche le solde de mon compte maintenant  s'il te plaît.
consulter solde, Quel est le montant disponible sur mon compte à cette heure ?
consulter solde, J'aimerais savoir combien il me reste sur mon compte bancaire.
consulter solde, Peux-tu me donner le solde actuel de mon compte ?
consulter solde, Je veux vérifier le solde de mon compte épargne maintenant.
consulter solde, Montre-moi le solde de mon compte d'épargne.
consulter solde, Quel est le solde de mon compte à l'instant ?
consulter solde, Je veux voir le montant de mon compte maintenant.
consulter solde, Affiche le solde de mon compte courant en temps réel.
consulter solde, Peux-tu vérifier combien j'ai sur mon compte ?
consulter solde, J'aimerais connaître le solde de mon compte principal maintenant.
consulter solde, Montre-moi le solde de mon compte bancaire à l'instant.
consulter solde, Quel est le montant actuel sur mon compte ?
consulter solde, Je veux savoir combien d'argent il me reste sur mon compte courant.
consulter solde, Peux-tu me montrer le solde de mon compte épargne à l'heure actuelle ?
consulter solde, J'aimerais vérifier le montant disponible sur mon compte maintenant.
consulter solde, Affiche le solde de mon compte à cette heure.
consulter solde, Quel est le solde de mon compte à cette heure-ci ?
consulter solde, Je veux voir combien j'ai sur mon compte bancaire en ce moment.
consulter solde, Peux-tu m'indiquer le solde de mon compte courant ?
consulter solde, Montre-moi le montant de mon compte à l'instant.
consulter solde, J'aimerais connaître le solde de mon compte épargne.
consulter solde, Quel est le solde actuel de mon compte à cette heure ?
consulter solde, Je veux vérifier combien d'argent j'ai sur mon compte.
consulter solde, Peux-tu vérifier le solde de mon compte d'épargne maintenant ?
consulter solde, Affiche le montant de mon compte courant.
consulter solde, J'aimerais voir le solde de mon compte maintenant  s'il te plaît.
consulter solde, Quel est le solde de mon compte à l'instant ?
consulter solde, Je veux voir combien il me reste sur mon compte.
consulter solde, Montre-moi le solde actuel de mon compte bancaire.
consulter solde, Peux-tu me donner le montant de mon compte maintenant ?
consulter solde, J'aimerais connaître le solde de mon compte d'épargne à l'heure actuelle.
consulter solde, Quel est le montant disponible sur mon compte courant ?
consulter solde, Je veux vérifier le solde de mon compte à cette heure.
consulter solde, Affiche le solde de mon compte épargne maintenant.
consulter solde, Peux-tu me montrer combien j'ai sur mon compte à l'heure actuelle ?
consulter solde, J'aimerais savoir combien d'argent il me reste sur mon compte courant.
consulter solde, Quel est le solde de mon compte bancaire à cette heure-ci ?
consulter solde, Je veux voir le montant de mon compte à l'instant.
consulter solde, Peux-tu m'indiquer le solde de mon compte à cette heure ?
consulter solde, J'aimerais vérifier combien j'ai sur mon compte d'épargne maintenant.
consulter solde, Quel est le solde de mon compte à l'heure actuelle ?
consulter solde, Je veux voir combien il me reste sur mon compte maintenant.
consulter solde, Affiche le montant de mon compte courant à cette heure-ci.
consulter solde, Peux-tu vérifier le solde de mon compte en ligne maintenant ?
consulter solde, J'aimerais connaître le solde de mon compte à cette minute.
consulter solde, Quel est le solde actuel de mon compte épargne ?
consulter solde, Je veux voir combien d'argent j'ai sur mon compte maintenant.
consulter solde, Peux-tu me montrer le solde de mon compte à l'instant ?
consulter solde, J'aimerais vérifier le solde de mon compte bancaire.
consulter solde, Quel est le montant disponible sur mon compte courant à ce jour ?
consulter solde, Je veux connaître le solde de mon compte maintenant s'il te plaît.
consulter solde, Montre-moi le solde de mon compte d'épargne à l'instant.
consulter solde, Peux-tu m'indiquer combien j'ai sur mon compte courant ?
consulter solde, J'aimerais voir le solde de mon compte bancaire maintenant.
consulter solde, Quel est le solde actuel de mon compte à l'heure présente ?
consulter solde, Je veux voir combien il me reste sur mon compte à l'instant.
consulter solde, Affiche le solde de mon compte à cette minute.
consulter solde, Peux-tu vérifier le montant de mon compte épargne ?
consulter solde, J'aimerais connaître le solde de mon compte courant à l'heure actuelle.
consulter solde, Quel est le solde de mon compte à cette heure-ci s'il te plaît ?
consulter solde, Je veux voir combien d'argent j'ai sur mon compte à l'instant.
consulter solde, Montre-moi le solde de mon compte maintenant s'il te plaît.
virement mandat,Je vais effectuer un virement mandat aujourd'hui.
virement mandat,Veuillez traiter un virement mandat à l'adresse indiquée.
virement mandat,J'ai besoin de réaliser un virement mandat pour le montant spécifié.
virement mandat,Commencez le processus de virement mandat pour le bénéficiaire choisi.
virement mandat,Confirmez la réception de mon virement mandat dès qu'il est traité.
